I would like seven exercises to do while recovering from injuries,"1. Swimming & Pool Workouts
Swimming pool workouts can be a great way to exercise while being injured. Working out in the pool is low impact and fun way to burn calories.

Who doesn’t love enjoying a refreshing pool while working out? There are many different workouts that you can perform in the pool that will give you that sense of accomplishment without straining yourself. 

Typical pool workouts include:

Arms lifts 
Jumping jacks
Leg kicks
Lateral raises 
And walking
Exercising in the pool provides an opportunity for full-body workouts while limiting the impact you experience.

2. Stairs
Though not as fun as working out in the pool, walking up and downstairs is one of the best options for cardio while being injured.

Depending on the injury, stairs can be an excellent way of burning calories and keeping you on track.

The best part is you can perform this exercise anywhere – on lunch break, in between classes, or even on vacation.

3. Resistance Bands
Looking to keep the blood flowing while injured?

Resistance bands offer a way of isolating specific muscles so you can work around injuries and strengthen the muscles around injuries to ensure they won’t be lingering around. 

These bands are very inexpensive and can be used for many different exercises.

4. Stretching
If you are experiencing sprains or strains, stretching may not be the best idea for you.

However, if you are experiencing muscle tightness, stretching can help loosen those muscles and prevent further injuries.

Stretching should be a significant factor in your weekly workout schedule, as it can help keep muscles strong and flexible. 

You can also incorporate yoga into your daily routine for added benefits, just be sure to stick to basic poses to avoid further injuries.

5. Stationary Bike
Stationary bikes have come a long way in the past few years with innovative products like the Peleton bike.

If you have any upper body injuries, hopping on a stationary bike can provide a great cardio workout session without promoting injuries.

6. Balancing Exercises
Working on your balance is another essential aspect of exercise that many people overlook.

Working on balancing exercises like one leg stands can help reduce the risk of injuries while and will help the recovery process with existing injuries.

7. Walking
Walking is often overshadowed by other types of exercise. However, walking is one of the most effective ways of working out and staying in shape.

There have been several studies conducted that imply walking is the best thing to do to improve your overall health."
"I've injured my ankle and foot, but I'd still like to keep working out at the gym.","If your ankle or foot is injured, you still have many exercise options. If your doctor approves it and you are able to, try using the rowing machine, a stationary bike with one leg, or swimming. Work with your doctor or trainer to find other non-weight bearing cardio exercises you can do and spend 30 to 60 minutes about three times a week on that exercise to maintain endurance.

Circuit training is also a great choice for exercising through injuries. Here is one sample workout to try in your local gym:

Perform the following circuit workout Monday, Wednesday, and Friday.
Perform each exercise for 30 to 60 seconds—allow 15 seconds of rest between stations
Complete the entire circuit three to four times
Warm-up thoroughly before exercise
Leg Extension Machine
Chest Press
Lat Pulldown
Overhead Press
Seated Cable Rows
Incline Push-Up
Ab 'Bicycle' Crunches
Hanging Leg Raise"
I'd like two circuit training routines that I can do at the gym while I have leg and knee injuries,"Leg and knee injuries can be fairly limiting for most athletes. Almost all endurance exercise requires flexion and extension of the knee joint, so developing a new routine may be frustrating. One-legged cycling, kayaking, or using an upper-body ergometer (handcycle) are options. Swimming may be possible if you use a pull buoy so you don't kick or use your legs.

Here are two circuit training routines to try:

Circuit 1:

Perform this workout Monday, Wednesday, and Friday.
Perform each exercise for 30 to 60 seconds—allow 15 seconds of rest between stations
Complete the entire circuit three to four times
Warm-up thoroughly before exercise
Pull-Up or Assisted Pull-Up
Chest Press
Lat Pulldown
Overhead Press
Circuit 2:

Perform this workout on Tuesday, Thursday, and Saturday.
Perform each exercise for 30 to 60 seconds—allow 15 seconds of rest between stations
Complete the entire circuit three to four times
Warm-up thoroughly before exercise
Seated Russian Twist
Ab Crunch
V-Sit ab exercise"
I would like an exercise circuit that I can do at the gym that won't aggravate my elbow and shoulder injuries,"Shoulder or other upper body injuries often allow the most possibility for continuing traditional cardio exercise because the lower body can be exercised fully. Walking, stair climbing, stationary (hands-free) cycling, and the elliptical trainer are all possibilities.

In addition, circuit training routines will maintain strength and power in the non-injured muscles and joints. Consider performing the following circuit routine four to five times per week.

Perform each exercise for 30 to 60 seconds, unless otherwise noted—allow 15 seconds of rest between stations
Complete the entire circuit three to four times
Warm-up thoroughly before exercise
Stationary cycling for two minutes at a moderate pace and two minutes at a higher intensity
Leg Press
Elliptical trainer for two minutes at a moderate pace and two minutes at a higher intensity
Ab Crunch
Walking Lunge
Low Back Extensions
Treadmill walking for two minutes at a moderate pace and two minutes at a higher intensity (or incline)
Wall Sit"
"I would like general advice about exercising while suffering from a lower back injury, as well as a specific exercise routine that I can try at the gym that won't exacerbate my back injury","Back injuries can be difficult to recover from, so talk with your doctor about the specific type of back injury you have and your exercise limitations before you begin any alternative activities.

Walking, swimming, or recumbent cycling are generally safe for those with low back pain and this will help you maintain cardiovascular fitness as you recover.

Get your doctor or physical therapist to sign off before trying the following circuit.

Perform the following circuit workout Monday, Wednesday, and Friday.
Perform each exercise for 30 to 60 seconds—allow 15 seconds of rest between stations
Complete the entire circuit three to four times
Warm-up thoroughly before exercise
Complete 30 to 60 minutes of non-weight bearing cardio on Tuesday, Thursday, and Saturday.
Chest Press
Lat Pulldown
Overhead Press
Leg Extension Machine
Wall Sit"
I'm a runner and I would like some exercises and advice on how to keep fit while I'm injured and I can't run.,"1. Pool running
Also known as aqua jogging, it is one of the most effective cross-training methods for runners sidelined by injury. This low-impact yet high-resistance exercise is an excellent way to engage the same group of muscles used when running. “It’s harder to keep the same posture or maintain the same cadence (steps per minute) when pool running, but because it closely mimics the movement pattern of running, it provides a great cardio workout and helps maintain most of your running-specific muscles.” You can purchase a running belt to keep you in an upright position and work in some drills to keep you focused. By adding in some variations like one minute maximum pace or tabata drills it can help keep you focused.

2. AlterG anti-gravity treadmill
This space-like treadmill has revolutionised medical rehabilitation in recent years. Its unweighting technology allows injured athletes to start running again through reducing gravity’s impact by selecting any weight between 20 to 100 per cent of your body weight by one per cent increments. The AlterG is the next best thing to running, without putting more stress on injured muscles or bones”. A session on the AlterG isn’t cheap though, with the average price being $1 per minute.

3. Stair walking
Depending on the injury, a great way to build strength and rehabilitate your body back from injury and into running again is stair walking. The plyometric motion strengthens the same muscles as lunges and squats, helps to improve balance, and taxes your lungs and heart as you power to the top.

4. Walk and run
If you’re used to going for runs that last longer than 30 minutes, but are too injured to do this, then a good alternative is to lightly jog for say five minutes and walk for 20 minutes. This ratio of running to walking depends on the severity of your injury. I recommend following an interval table to structure your return to running.

Ideally you want to combine this with some body strength, stability and stretching, I call this Body Maintenance. Proper Body Maintenance will help you build a stable core and muscle strength to avoid the injury reoccurring. I recommend you try a Cross-Training Program.

5. Replace one love with another
It might be hard to love two things equally, but try replacing running with another sport you enjoy such as swimming or cycling. The reason people run is usually because they get more of a high from running than they do from any other form of exercise.  If runners are injured then they should replace running with something that is just as enjoyable, yet still gives them a decent workout, so that it’s sustainable.

6. Avoid High Intensity Interval Training (HIIT)
If you’re returning from injury avoid high intensity interval training unless it’s all non-impact exercise such as boxing. There are plenty of activities you can do to get your heart rate up, but the high-impact jumping, landing and sprinting that is a feature of HIIT is the worst thing you can do.

7. Monitor the pain
When returning to running following injury, the best guideline to keep you from going backwards in your recovery is pain. Returning to running following an injury doesn’t need to be completely pain-free, but it shouldn’t make an injury feel worse or create any new niggles. The last thing you want to do is stir up the pain by over training too early. When you start back running, closely monitor the pain level and if it’s slight and doesn’t get worse the day after, then gradually increase your training – but take it slow. 

8. Stop injuries before they happen
If you’ve been injured it’s worthwhile seeing a physiotherapist, podiatrist or running technique coach to help get to the bottom of why you got injured in the first place. Choose a healthcare practitioner who is actually a runner, as they will have a much better understanding of the loads and stresses involved. The single biggest factor that causes injuries in runners is doing too much too soon. The second factor is the way people run, so if you can improve the way you run you’re less likely to get injured.

Having a biomechanical assessment to see how the body moves when you run can be a real eye-opener for runners. A screening helps to anticipate any potential problem areas in the body, and gives runners practical advice on how to adjust their running technique and what exercises they should be doing to reduce the likelihood of injury dashing their running dreams."
Some effective exercise options while I recover from an injury,"Maintaining your cardio fitness while nursing an injury can get a little tricky, but it’s not impossible. Here are some exercises you can try, depending on your injury:

1. Weight Lifting and/or Kettle Bells
What? Weights? I know you’re thinking this is supposed to about cardio, and it is. Promise. Lifting weights is a two-for: you can get in a cardiovascular workout and get stronger at the same time.

If you’re practicing proper technique you should be able to burn some calories while keeping things relatively low impact. Obviously if you’ve got a back injury, kettlebells may not be the way to go. Again it depends on your limitations.

“It is possible to put together a short circuit with high repetitions, low weight, and short rest periods for a more cardiovascular result,” says Dr. Luque. “The great thing is that it can be adapted to the type of injury. If there is an upper body injury, a lower body circuit would work and vice versa.”

If you’ve never spent time in the weight room, you’re probably going to feel a little out-of-place at first—especially when you’re hurt and maybe gimping around.

Don’t let it stop you! You’re going to be surprised at the strength you’ll find. Lifting weights is great for the heart, muscles, and mind.

2. Ergo Meter
An ergo meter is the machine where you spin your arms around and around in circles. Like a pulpy green juice, it looks weird, but it’s great for you.

This is an excellent choice especially for people with immobilized legs or leg injuries that prevent them from doing longer workouts like walking or biking on their feet. The only downside to ergo meters is that they’re hard to find.

While it’s a standard piece of equipment in most physical therapy offices, most gyms don’t have one.

If you are looking at a lengthy recovery time for a serious lower body injury, calling around to find a gym with an ergo meter might be a good idea.

3. Resistance Bands
Similar to kettle bells or weight lifting, resistance bands work both your cardio and muscle fitness.

This is probably the cheapest and easiest workout option (recovery or not). You don’t even have to go to a gym.

4. Swimming
Swimming is a difficult yet low impact workout. Most likely, if you swim consistently throughout recovery, your cardio fitness level will be better than when you first started.

Swimming requires a whole body effort, making it a good challenge for those of you that usually run or bike.

If you can’t stand swimming, you can try running in water or water weights.

5. Biking
Cycling is great for overcoming irritating injuries. It’s low impact and easy to tailor to your fitness level.

Things to consider would be the choice between a recumbent and upright bike depending on the injury. For back injuries, definitely a recumbent bike.

6. Walking
If you aren’t ready for the more intense exercises, walking is a great bridge. If you can, start off your recovery process with some nice walks. “I think it is one of the best ways to stay moving and keep cardio levels up,” says Dr. Luque.

As you start feeling stronger, lengthen or speed up your walks, and then you can graduate to a harder exercise."
I would like a workout program designed to increase my muscle mass as much as possible in 10 weeks.,"This workout is designed to increase your muscle mass as much as possible in 10 weeks. Works each muscle group hard once per week using mostly heavy compound exercises.

You will train on a 4 day split routine, resting on Wednesdays and the weekends. To get the most out of this program you need to be eating BIG. Big meals, at least 5 times a day.

Monday - Chest and Triceps
Barbell Bench Press	Sets: 4	Reps: 10, 8, 8, 6
Incline Bench Press	Sets: 3	Reps: 8, 8, 6
Decline Bench Press	Sets: 3	Reps: 8, 8, 6
Dumbbell Flys	2	Reps: 10
Dumbbell Pullover	Sets: 2	Reps: 8
Tricep Extension	Sets: 4	Reps: 10, 8, 8, 6 adding weight
Tricep Dip	Sets: 3	Reps: 10
Tricep Bench Dip	Sets: 3	Reps: 8

Tuesday - Back and Biceps
Exercise	Sets	Reps
Deadlift	Sets: 5	Reps: 10, 8, 8, 6, 4
Chin Up	Sets: 2	Reps: 8
One Arm Dumbbell Row	Sets: 3	Reps: 8
Seated Row	Sets: 2	Reps: 8
Close Grip Lat Pull Down	Sets: 3	Reps: 10, 10, 8
Standing Barbell Curl	Sets: 3	Reps: 8, 8, 6
Close Grip Preacher Curl	Sets: 3	Reps: 8, 8, 6
Incline Dumbbell Curl	Sets: 2	Reps: 12-14
Concentration Curl	Sets: 2	Reps: 10

Wednesday - Rest Day/Cardio

Thursday - Shoulders and Forearms
Exercise	Sets	Reps
Machine Shoulder Press	Sets: 3	Reps: 10
Dumbbell Reverse Fly	Sets: 3	Reps: 8-10
Military Press	Sets: 4	Reps: 10
Dumbbell Lateral Raise	Sets: 2	Reps: 10
Dumbbell Shrugs	Sets: 2	Reps: 10
Upright Row	2	Reps: 10
Standing Wrist Curl	Sets: 4	Reps: 10
Barbell Wrist Curl	Sets: 4	Reps: 10
Note: Dumbbell shrugs and upright row can be supersetted.

Friday - Legs
Exercise	Sets	Reps
Squat	Sets: 5	Reps: 10, 8, 8, 6, 4
Leg Extension	Sets: 3	Reps: 12
Leg Curl	Sets: 3	Reps: 12
Standing Calf Raise	Sets: 4	Reps: 12
Seated calf Raise	Sets: 2	Reps: 12

Weekend - Rest"
I'm a woman and I'm an exercise beginning. I'm looking for a training program designed to help me lose fat and transform my body by doing weight lifting. I have access to a gym.,"This 12 week program is perfect for any healthy woman who is looking to transform her body through a good weight lifting program.

The goal is to help you develop lean and functional muscle tone through foundational lifts. The workout itself targets your lower body three times a week with a strong focus on your glutes, and your upper body twice a week with a focus on sculpting the muscles of the arms.

To increase the total number of calories burned each day, we’ve also added some recommended cardio sessions that you can do either in the morning or after that day’s workout. However, if you are limited on time, they are not required to see progress with this workout.

Rest periods for this program should be kept to 30-90 seconds in between sets and exercises.

Workout Schedule
Monday - Legs & Glutes, Cardio (optional)
Tuesday - Back & Arms, Cardio (optional)
Wednesday - Legs & Glutes, Cardio (optional)
Thursday - Chest & Shoulders, Cardio (optional)
Friday - Legs & Arms, Cardio (optional)
Saturday - Abs/Rest
Sunday - AbsRest

Monday - Legs & Glutes
Exercise	Sets	Reps
1. Squat	3-4	Reps: 6-12
2. Dumbbell Lunge	2-3	Reps: 12-15
3. Dumbbell Step Up	2-3	Reps: 12-15
4. Barbell Hip Thrust	3	Reps: 6-12
5. Glute Cable Kickback	2-3	Reps: 12-15
Cardio - 15 min of HIIT on Stationary Bike

Tuesday - Back & Arms
Exercise	Sets: 	Reps
1. Pull Downs	Sets: 3-4	Reps: 6-12
2. One Arm Dumbbell Row	Sets: 2-3	Reps: 12-15
3. Seated Cable Row	Sets: 2-3	Reps: 12-15
4a. Dumbbell Curl	Sets: 3	Reps: 12
4b. Tricep Overhead Extension	Sets: 3	Reps: 12
5a. Cable Curl	Sets: 3	Reps: 15
5b. Cable Pressdown	Sets: 3	Reps: 15
Cardio - 30 mins of moderate intensity on Stairmill

Wednesday - Legs & Glutes
Exercise	Sets	Reps
1. Goblet Squat	Sets: 3-4	Reps: 6-12
2. Romanian Deadlift	Sets: 2-3	Reps: 12-15
3. Dumbbell Stiff Leg Deadlift	Sets: 2-3	Reps: 12-15
4. Smith Machine Sumo Squats (Glute Focus)	Sets: 3	Reps: 6-12
5. Glute Kick Back	Sets: 3	Reps: 15
Cardio - 30 min low intensity on treadmill at a 10-15% incline

Thursday - Chest & Shoulders
Exercise	Sets	Reps
1. Dumbbell Bench Press	Sets: 3-4	Reps: 6-12
2. Incline Dumbbell Press	Sets: 2-3	Reps: 12-15
3. Machine Chest Fly	Sets: 2-3	Reps: 12-15
4. Seated Dumbbell Press	Sets: 3-4	Reps: 6-12
5. Lateral Raise	Sets: 2-3	Reps: 12-15
Cardio - 15 min of HIIT on rower or stationary bike

Friday - Legs & Arms
Exercise	Sets	Reps
1. Deadlifts	Sets: 3-4	Reps: 6-12
2. Good Mornings	Sets: 2-3	Reps: 12-15
3. Leg Extensions	Sets: 2-3	Reps: 12-15
4. Incline Dumbbell Curl	Sets: 3	Reps: 12
5. Incline Skullcrusher	Sets: 3	Reps: 12
Cardio - 30 min of moderate intensity on a Stairmill

Weekends:
Light activity – recovery walks and optional ab workout

Ab Workout (Optional)
Exercise	Sets	Reps: 
1. Plank	Sets: 3, 	20 sec holds
2. Lying Floor Leg Raise	Sets: 3	Reps: 10
3. Crunches	Sets: 3	Reps: 20
4. Side Crunches	Sets: 2	Reps: 15 each side
Nutrition
It is important to note that your success with any workout program depends greatly on your nutrition and sleep habits. Make sure you get 7-9 hours of sleep each night and eat enough calories to help you get the results you desire.

If your goal is to lose weight, subtract ~250 calories from this number. If you are underweight, try to add ~250 calories to this number. And if you are already at your ideal weight, make sure to eat the proper amount of calories to maintain."
"I'd like a complete 12 week program to help me lose fat and get ripped. I'd like it to include a detailed diet plan and cardio schedule, along with a 4 day upper/lower muscle building split.","12 Week Gym Workout Split
You will be using an upper/lower workout during the next 12 weeks. Rep schemes are merely guidelines.

When a weight becomes manageable using the given set and rep schemes, add weight to the bar. For sake of convenience, use the same weight for each of the sets for a given exercise.

Day 1 - Upper A
Day 2 - Lower A
Day 3 - Off
Day 4 - Upper B
Day 5 - Lower B
Day 6 - Off
Day 7 - Off
Upper A
Exercise	Sets	Reps
Incline Bench Press	3	8-10
One Arm Dumbbell Row	3	10-12
Seated Barbell Press	3	8-10
Pull Ups	3	10
Skullcrushers	3	10-12
Dumbbell Curl	3	10-12
Lower A
Exercise	Sets	Reps
Squats	3	8-10
Leg Curl	3	12-15
Leg Extension	3	12-15
Leg Press Calf Raise	3	15-20
Plank	3	60 sec
Twisting Hanging Knee Raise	3	20
Upper B
Exercise	Sets	Reps
Dumbbell Bench Press	3	10
Barbell Row	3	8-10
Dumbbell Lateral Raise	3	12-15
Lat Pull Down	3	10-12
Cable Tricep Extensions	3	10-12
EZ Bar Preacher Curl	3	10-12
Lower B
Exercise	Sets	Reps
Leg Press	3	15-20
Stiff Leg Deadlift	3	8-10
Walking Dumbbell Lunge	3	10
Seated Calf Raise	3	15-20
Cable Crunch	3	20
Russian Twist	3	20

The 12 Week Diet Plan
Each week will consist of 3 different types of eating days.

High Carb Days - 1 day per week
Moderate Carb Days - 3 days per week
Low Carb Days - 3 days per week
You may structure these days in any preferred manner. I suggest keeping the high carb day for special occasions. That way you can attend family functions, or eat out with friends, and indulge a little more than normal.

It should be noted that calorie intake can be adjusted based on metabolism. The follow changes are recommended:

Men 40+ - Reduce daily calories by 300.
Men 20-25 - Increase daily calories by 300.
Women 40+ - Reduce daily calories by 200.
Women 20-25 - Increase daily calories by 200.
12 Week Eating Plan for Men
Week 1 - 3 low carb days with 2300 calories, 3 moderate carbs days with 2400 calories, 1 high carb day of 2700 calories.
Week 2 - 3 low carb days with 2200 calories, 3 moderate carbs days with 2400 calories, 1 high carb day of 2700 calories.
Week 3 - 3 low carb days with 2100 calories, 3 moderate carbs days with 2400 calories, 1 high carb day of 2700 calories.
Week 4 - 3 low carb days with 2000 calories, 3 moderate carbs days with 2400 calories, 1 high carb day of 2700 calories.
Week 5 - 3 low carb days with 2300 calories, 3 moderate carbs days with 2300 calories, 1 high carb day of 2700 calories.
Week 6 - 3 low carb days with 2200 calories, 3 moderate carbs days with 2300 calories, 1 high carb day of 2700 calories.
Week 7 - 3 low carb days with 2100 calories, 3 moderate carbs days with 2300 calories, 1 high carb day of 2700 calories.
Week 8 - 3 low carb days with 2000 calories, 3 moderate carbs days with 2300 calories, 1 high carb day of 2700 calories.
Week 9 - 3 low carb days with 2300 calories, 3 moderate carbs days with 2200 calories, 1 high carb day of 2700 calories.
Week 10 - 3 low carb days with 2200 calories, 3 moderate carbs days with 2200 calories, 1 high carb day of 2700 calories.
Week 11 - 3 low carb days with 2100 calories, 3 moderate carbs days with 2200 calories, 1 high carb day of 2700 calories.
Week 12 - 3 low carb days with 2000 calories, 3 moderate carbs days with 2200 calories, 1 high carb day of 2700 calories.
Protein intake should be a minimum of 180 grams per day. If you are a bigger guy, or have a fair amount of muscle mass, then eat 200 to 220 grams of protein per day. If you eat a little more protein the drop your daily fat intake to make up for the calories.

Fat intake should be approximately 20-30% of your daily calories. Once you have determined your daily calories from proteins and fats, fill in your eating plan with carbohydrates.

Also, you are allowed up to 10% of your daily calories from dirty foods/junk foods. You do not have to eat any junk if you prefer. This option exists as a convenience, should you be battling a craving, or attending a social gathering where you would prefer to have a small snack.

12 Week Eating Plan for Women
Week 1 - 3 low carb days with 1500 calories, 3 moderate carbs days with 1600 calories, 1 high carb day of 1900 calories.
Week 2 - 3 low carb days with 1400 calories, 3 moderate carbs days with 1600 calories, 1 high carb day of 1900 calories.
Week 3 - 3 low carb days with 1300 calories, 3 moderate carbs days with 1600 calories, 1 high carb day of 1900 calories.
Week 4 - 3 low carb days with 1200 calories, 3 moderate carbs days with 1600 calories, 1 high carb day of 1900 calories.
Week 5 - 3 low carb days with 1500 calories, 3 moderate carbs days with 1500 calories, 1 high carb day of 1900 calories.
Week 6 - 3 low carb days with 1400 calories, 3 moderate carbs days with 1500 calories, 1 high carb day of 1900 calories.
Week 7 - 3 low carb days with 1300 calories, 3 moderate carbs days with 1500 calories, 1 high carb day of 1900 calories.
Week 8 - 3 low carb days with 1200 calories, 3 moderate carbs days with 1500 calories, 1 high carb day of 1900 calories.
Week 9 - 3 low carb days with 1500 calories, 3 moderate carbs days with 1400 calories, 1 high carb day of 1900 calories.
Week 10 - 3 low carb days with 1400 calories, 3 moderate carbs days with 1400 calories, 1 high carb day of 1900 calories.
Week 11 - 3 low carb days with 1300 calories, 3 moderate carbs days with 1400 calories, 1 high carb day of 1900 calories.
Week 12 - 3 low carb days with 1200 calories, 3 moderate carbs days with 1400 calories, 1 high carb day of 1900 calories.
For women, protein intake should be a minimum of 100 grams per day. If you are in good shape and have a fair amount of muscle mass, then eat 120 grams of protein per day. If you eat a little more protein the drop your daily fat intake to make up for the calories.

Fat intake should be approximately 20-30% of your daily calories. Once you have determined your daily calories from proteins and fats, fill in your eating plan with carbohydrates.

Also, you are allowed up to 10% of your daily calories from dirty foods/junk foods. You do not have to eat any junk if you prefer. This option exists as a convenience, should you be battling a craving, or attending a social gathering where you would prefer to have a small snack."
